product_id,category,brand,mrp,selling_price,discount_pct,rating,num_ratings,listing_date
FLP-30731,Laptops,Apple,65030,49630,23.7,3.7,155,2025-11-20
FLP-30732,Headphones,Noise,1710,1210,29.0,3.7,337,2026-03-03
FLP-30733,Laptops,Apple,99140,80460,18.8,4.0,636,2025-04-21
FLP-30734,Smartphones,Xiaomi,8930,7350,17.7,3.6,1032,2026-02-12
FLP-30735,Laptops,HP,33560,22930,31.7,3.9,63,2025-11-28
FLP-30736,Smartwatches,Apple,4650,3190,31.5,4.1,480,2026-06-09
FLP-30737,Laptops,HP,135520,98990,27.0,3.2,291,2025-08-01
FLP-30738,Smartphones,Xiaomi,14270,7370,48.3,4.3,1017,2025-11-10
FLP-30739,Footwear,Bata,5480,3880,29.2,3.6,163,2025-05-16
FLP-30740,Smartwatches,boAt,1990,1380,30.7,4.0,102,2026-05-25
FLP-30741,Smartphones,Samsung,7680,4830,37.1,4.9,2362,2025-08-03
FLP-30742,Laptops,HP,27670,20980,24.2,3.3,957,2026-06-08
FLP-30743,Laptops,Acer,22500,14220,36.8,3.8,488,2025-07-07
FLP-30744,Home Appliances,Havells,6000,4420,26.3,4.4,55,2025-03-20
FLP-30745,Headphones,JBL,3310,1800,45.7,4.8,435,2025-02-11
FLP-30746,Laptops,Apple,36650,32150,12.3,4.5,421,2026-01-13
FLP-30747,Footwear,Bata,900,540,39.5,3.5,732,2025-11-18
FLP-30748,Smartwatches,Noise,2510,1660,34.0,3.6,1697,2025-08-15
FLP-30749,Laptops,Apple,39350,31410,20.2,4.6,452,2025-04-22
FLP-30750,Headphones,JBL,1210,840,30.3,3.8,511,2025-08-12
FLP-30751,Headphones,Noise,1000,780,21.7,4.3,1442,2025-08-30
FLP-30752,Home Appliances,Bosch,6000,5760,3.9,3.8,61,2025-06-07
FLP-30753,Laptops,Asus,26070,15000,42.5,4.2,266,2026-04-15
FLP-30754,Laptops,Dell,119920,71190,40.6,4.0,40,2025-06-07
FLP-30755,Home Appliances,Samsung,15580,12810,17.8,3.3,236,2025-04-22
FLP-30756,Smartwatches,Noise,3200,2560,20.1,4.2,117,2025-04-07
FLP-30757,Televisions,Mi,20570,14810,28.0,4.1,107,2025-04-22
FLP-30758,Smartwatches,Fire-Boltt,2790,2000,28.3,4.7,386,2025-09-03
FLP-30759,Smartphones,Realme,8730,5560,36.3,3.9,428,2026-01-09
FLP-30760,Headphones,Noise,8000,5350,33.1,4.1,934,2025-07-09
FLP-30761,Televisions,TCL,32400,22530,30.5,4.5,239,2025-06-19
FLP-30762,Fashion,H&M,2120,1600,24.4,4.1,3244,2026-04-18
FLP-30763,Laptops,Acer,33570,26400,21.4,4.6,1549,2025-01-23
FLP-30764,Headphones,Boult,2570,1950,24.0,3.3,941,2026-05-20
FLP-30765,Smartphones,Realme,43680,27520,37.0,5.0,2236,2025-08-31
FLP-30766,Fashion,Roadster,660,520,21.9,4.9,585,2025-03-25
FLP-30767,Headphones,Boult,6780,3820,43.7,3.6,61,2026-06-11
FLP-30768,Headphones,boAt,1000,750,24.9,4.1,572,2026-05-23
FLP-30769,Smartphones,Xiaomi,7500,5490,26.8,4.0,483,2026-04-15
FLP-30770,Home Appliances,Whirlpool,6000,4290,28.6,4.3,2062,2025-04-23
FLP-30771,Televisions,Mi,17150,11250,34.4,3.5,1235,2025-04-12
FLP-30772,Headphones,Sony,2510,1930,22.9,3.7,1200,2025-12-30
FLP-30773,Footwear,Adidas,900,580,35.7,4.7,3148,2025-12-29
FLP-30774,Fashion,Roadster,940,590,36.8,4.1,691,2025-10-05
FLP-30775,Headphones,Boult,1540,1080,29.8,3.8,1067,2025-08-09
FLP-30776,Headphones,boAt,1000,710,28.7,4.1,424,2025-09-06
FLP-30777,Home Appliances,Samsung,15260,9690,36.5,4.0,1678,2026-02-01
FLP-30778,Footwear,Nike,1760,1400,20.3,3.4,113,2025-05-17
FLP-30779,Smartphones,Apple,12450,11110,10.8,4.0,1706,2026-02-23
FLP-30780,Footwear,Puma,3310,2270,31.4,4.3,459,2025-11-06
FLP-30781,Headphones,Sony,1000,690,30.8,4.8,3072,2025-10-04
FLP-30782,Home Appliances,Havells,6000,4430,26.2,4.3,188,2025-06-28
FLP-30783,Fashion,H&M,2320,1510,34.9,3.4,814,2025-02-03
FLP-30784,Home Appliances,Whirlpool,16390,10560,35.6,3.9,723,2025-09-20
FLP-30785,Footwear,Adidas,1330,760,42.5,4.8,416,2026-06-05
FLP-30786,Home Appliances,LG,6000,4020,33.0,4.9,1927,2025-11-18
FLP-30787,Laptops,Apple,22500,19160,14.8,4.2,1172,2025-05-07
FLP-30788,Televisions,Samsung,87500,68780,21.4,4.2,120,2025-08-22
FLP-30789,Smartwatches,boAt,1500,1110,26.3,3.7,565,2025-04-08
FLP-30790,Footwear,Nike,1080,990,8.3,3.4,418,2025-10-06
FLP-30791,Fashion,Van Heusen,1210,930,22.8,5.0,597,2025-09-12
FLP-30792,Headphones,Noise,1000,740,25.8,4.1,13,2025-05-04
FLP-30793,Footwear,Campus,990,720,27.5,4.7,1146,2025-03-06
FLP-30794,Fashion,Levis,1100,830,24.8,3.1,358,2026-06-15
FLP-30795,Smartphones,OnePlus,21320,13620,36.1,3.7,207,2025-08-28
FLP-30796,Fashion,Van Heusen,1490,820,45.1,4.2,1272,2025-06-13
FLP-30797,Smartphones,OnePlus,18090,10210,43.6,3.9,275,2025-01-26
FLP-30798,Laptops,HP,22500,13110,41.7,3.6,2387,2025-03-24
FLP-30799,Laptops,Acer,136400,93310,31.6,4.1,1965,2025-10-30
FLP-30800,Fashion,Van Heusen,600,290,52.0,4.5,76,2025-04-10
FLP-30801,Home Appliances,Havells,12500,8430,32.6,4.7,1628,2025-11-27
FLP-30802,Televisions,TCL,23540,16490,30.0,4.5,56,2026-02-15
FLP-30803,Fashion,Allen Solly,600,410,30.9,4.3,292,2025-02-10
FLP-30804,Headphones,boAt,1490,890,40.3,3.5,1650,2025-11-03
FLP-30805,Laptops,HP,52240,43550,16.6,4.2,103,2025-03-28
FLP-30806,Laptops,Dell,42550,28970,31.9,4.3,1018,2026-05-10
FLP-30807,Smartwatches,Apple,2590,1760,32.2,3.1,420,2025-11-12
FLP-30808,Fashion,Roadster,3480,2020,42.0,3.7,102,2026-04-12
FLP-30809,Footwear,Adidas,3130,2370,24.4,3.5,637,2025-04-30
FLP-30810,Home Appliances,Havells,6000,4080,31.9,3.6,330,2025-01-08
FLP-30811,Fashion,Levis,600,510,15.7,3.5,84,2026-05-10
FLP-30812,Fashion,Roadster,1550,880,43.5,4.1,3012,2026-04-13
FLP-30813,Smartphones,OnePlus,18490,14550,21.3,4.3,241,2026-04-06
FLP-30814,Televisions,LG,15000,11070,26.2,2.7,674,2026-05-11
FLP-30815,Smartwatches,boAt,2670,2000,25.1,3.3,1515,2025-11-30
FLP-30816,Footwear,Adidas,3390,2200,35.1,4.5,996,2025-02-08
FLP-30817,Laptops,Dell,84170,56000,33.5,4.3,723,2025-06-16
FLP-30818,Smartwatches,Apple,1500,1450,3.5,4.2,178,2025-01-23
FLP-30819,Smartphones,OnePlus,7500,5110,31.8,3.8,3554,2025-05-21
FLP-30820,Footwear,Campus,2650,2160,18.4,4.0,1559,2025-03-20
FLP-30821,Headphones,Sony,6140,5360,12.8,3.1,2631,2025-11-03
FLP-30822,Footwear,Bata,900,690,22.8,4.5,1511,2026-02-12
FLP-30823,Smartphones,OnePlus,14770,11380,23.0,4.0,547,2026-01-06
FLP-30824,Smartphones,OnePlus,8470,5290,37.5,4.6,439,2025-11-12
FLP-30825,Fashion,H&M,1630,1120,31.3,3.9,20,2025-09-21
FLP-30826,Fashion,H&M,600,400,32.6,4.5,166,2026-04-17
FLP-30827,Smartwatches,boAt,2130,1670,21.6,4.4,11,2026-01-12
FLP-30828,Televisions,TCL,30040,22690,24.5,3.8,1198,2026-06-20
FLP-30829,Footwear,Bata,2210,1400,36.6,5.0,3115,2025-05-20
FLP-30830,Smartwatches,boAt,5640,4610,18.2,3.6,1149,2025-01-04
FLP-30831,Headphones,Noise,4190,2480,40.7,3.5,1307,2026-06-17
FLP-30832,Smartphones,Realme,13850,9770,29.5,4.2,786,2026-03-12
FLP-30833,Smartphones,OnePlus,7500,6030,19.5,4.2,511,2025-07-31
FLP-30834,Fashion,H&M,1420,760,46.6,4.0,1484,2025-04-09
FLP-30835,Home Appliances,Bosch,6000,5080,15.3,4.7,326,2026-03-26
FLP-30836,Televisions,Mi,21790,13890,36.2,3.5,573,2025-06-09
FLP-30837,Televisions,LG,16660,13230,20.6,4.2,548,2025-10-29
FLP-30838,Smartwatches,Fire-Boltt,4670,3950,15.3,4.9,1391,2025-03-31
FLP-30839,Headphones,Noise,1180,640,45.8,4.2,599,2026-03-24
FLP-30840,Televisions,TCL,19750,12590,36.3,3.4,669,2025-04-03
FLP-30841,Smartwatches,Samsung,3130,1830,41.4,3.6,322,2025-10-23
FLP-30842,Fashion,Levis,1750,1470,16.1,4.3,35,2025-03-26
FLP-30843,Televisions,LG,15000,8350,44.3,4.2,1054,2025-02-16
FLP-30844,Laptops,Asus,22500,14440,35.8,4.6,505,2026-03-28
FLP-30845,Fashion,Van Heusen,1080,730,32.6,3.6,461,2025-12-10
FLP-30846,Smartphones,OnePlus,16040,11100,30.8,4.8,2382,2025-01-10
FLP-30847,Headphones,boAt,2310,1160,50.0,3.3,949,2025-07-15
FLP-30848,Laptops,Lenovo,23180,18700,19.3,4.2,244,2025-05-16
FLP-30849,Smartwatches,boAt,2600,1970,24.2,3.7,369,2025-10-20
FLP-30850,Footwear,Campus,1440,850,40.9,4.9,1544,2025-09-16
FLP-30851,Televisions,Sony,54140,43490,19.7,3.6,432,2025-06-30
FLP-30852,Footwear,Bata,1270,870,31.7,4.7,2211,2025-08-07
FLP-30853,Smartwatches,Apple,3640,3100,14.8,4.5,370,2026-04-23
FLP-30854,Smartphones,Realme,13660,8510,37.7,3.5,457,2025-02-19
FLP-30855,Home Appliances,Whirlpool,10200,7100,30.4,4.1,1061,2026-02-05
FLP-30856,Fashion,Levis,700,510,26.6,4.2,2046,2025-03-28
FLP-30857,Fashion,Van Heusen,600,400,33.4,3.2,1301,2026-04-03
FLP-30858,Footwear,Nike,900,740,18.1,4.4,1683,2026-01-07
FLP-30859,Smartwatches,Noise,1750,1170,33.4,4.1,817,2025-10-24
FLP-30860,Televisions,TCL,25300,14720,41.8,4.3,716,2026-04-20
FLP-30861,Footwear,Nike,2540,2530,0.2,4.1,625,2026-03-26
FLP-30862,Footwear,Nike,900,650,28.0,3.7,111,2025-03-15
FLP-30863,Home Appliances,Whirlpool,12240,8120,33.7,3.6,1028,2025-09-09
FLP-30864,Laptops,HP,22500,14630,35.0,4.2,1158,2026-03-06
FLP-30865,Smartwatches,Noise,5390,4220,21.6,3.5,1628,2026-03-10
FLP-30866,Fashion,Roadster,1220,840,31.0,4.4,367,2026-06-19
FLP-30867,Laptops,Apple,28530,24960,12.5,4.7,1511,2025-05-10
FLP-30868,Laptops,Apple,40520,36190,10.7,4.0,488,2025-05-24
FLP-30869,Smartwatches,Fire-Boltt,1500,920,38.7,3.9,424,2026-03-25
FLP-30870,Footwear,Adidas,1190,860,27.5,3.7,79,2026-02-24
FLP-30871,Home Appliances,Bosch,6000,5170,13.9,4.7,227,2026-03-12
FLP-30872,Laptops,Lenovo,22500,19540,13.1,3.7,519,2025-07-10
FLP-30873,Televisions,Sony,15000,13590,9.4,4.6,916,2025-05-24
FLP-30874,Laptops,Dell,38010,27100,28.7,3.7,44,2025-04-08
FLP-30875,Headphones,Boult,4010,2330,41.9,3.5,2815,2025-03-25
FLP-30876,Smartwatches,Noise,1720,1160,32.8,3.4,350,2025-04-04
FLP-30877,Headphones,Noise,1550,1040,32.6,4.4,1031,2026-02-20
FLP-30878,Footwear,Nike,900,800,10.6,4.1,1313,2026-02-06
FLP-30879,Smartphones,Realme,19920,14290,28.3,3.9,1338,2026-02-22
FLP-30880,Laptops,Lenovo,47300,26870,43.2,3.0,376,2025-01-04
FLP-30881,Home Appliances,Samsung,7030,5530,21.3,3.7,1228,2026-05-02
FLP-30882,Televisions,Mi,15000,10320,31.2,4.2,403,2025-01-19
FLP-30883,Smartwatches,Noise,5790,3840,33.7,3.7,1285,2025-06-03
FLP-30884,Fashion,Roadster,600,440,26.9,3.6,868,2025-11-03
FLP-30885,Laptops,Dell,22500,16250,27.8,4.1,583,2025-08-17
FLP-30886,Headphones,boAt,1470,1110,24.7,4.0,274,2025-04-13
FLP-30887,Smartwatches,Samsung,1500,930,38.2,3.7,117,2026-03-28
FLP-30888,Laptops,Apple,59310,52930,10.8,4.0,228,2026-05-02
FLP-30889,Footwear,Puma,1370,900,33.9,3.9,67,2026-02-14
FLP-30890,Smartphones,Apple,22380,17850,20.2,3.6,220,2025-04-14
FLP-30891,Laptops,HP,25890,18630,28.0,3.7,2177,2026-05-17
FLP-30892,Televisions,LG,15000,10700,28.7,3.6,359,2026-05-05
FLP-30893,Laptops,HP,22500,11410,49.3,4.5,273,2025-06-16
FLP-30894,Home Appliances,Whirlpool,6790,5440,19.9,4.8,18,2026-04-17
FLP-30895,Home Appliances,Bosch,6000,4090,31.9,4.2,744,2025-12-15
FLP-30896,Smartwatches,Noise,3980,2710,32.0,4.2,248,2025-06-23
FLP-30897,Smartwatches,Samsung,4390,3130,28.8,4.7,980,2026-04-02
FLP-30898,Home Appliances,Bosch,12920,9930,23.1,4.1,666,2026-03-17
FLP-30899,Smartwatches,Fire-Boltt,6240,4330,30.6,4.5,1495,2025-09-29
FLP-30900,Televisions,Sony,32790,26360,19.6,4.3,1148,2025-02-10
FLP-30901,Smartphones,Samsung,21780,16970,22.1,3.8,35,2025-03-13
FLP-30902,Smartphones,Xiaomi,7500,6480,13.6,3.6,111,2026-01-22
FLP-30903,Home Appliances,Havells,6790,4900,27.8,4.5,336,2026-04-15
FLP-30904,Televisions,LG,120000,85290,28.9,3.5,1296,2025-03-25
FLP-30905,Smartwatches,Fire-Boltt,1500,1110,25.7,4.0,473,2026-02-10
FLP-30906,Smartphones,Samsung,21720,17890,17.6,3.9,1919,2026-05-12
FLP-30907,Headphones,Noise,1000,710,28.9,4.2,958,2025-09-25
FLP-30908,Headphones,JBL,6340,5000,21.2,4.5,10,2025-09-21
FLP-30909,Footwear,Adidas,900,660,26.2,3.7,718,2025-07-08
FLP-30910,Fashion,Van Heusen,1160,880,24.3,4.5,619,2025-01-15
FLP-30911,Fashion,H&M,2640,1640,38.0,2.9,267,2025-12-20
FLP-30912,Footwear,Puma,2450,1660,32.3,3.6,732,2025-09-20
FLP-30913,Home Appliances,Whirlpool,6660,4610,30.8,3.3,2492,2026-03-17
FLP-30914,Home Appliances,LG,6000,4740,20.9,4.4,914,2025-01-13
FLP-30915,Headphones,Sony,3060,2290,25.2,4.0,259,2025-07-01
FLP-30916,Footwear,Campus,1820,1220,33.1,4.0,1933,2025-02-25
FLP-30917,Home Appliances,LG,15440,9650,37.5,3.3,796,2025-05-21
FLP-30918,Laptops,Asus,58730,39650,32.5,3.8,346,2025-10-24
FLP-30919,Smartwatches,Samsung,3120,2190,29.7,4.7,810,2026-05-22
FLP-30920,Smartwatches,Apple,1680,1140,32.2,3.8,2090,2025-06-20
FLP-30921,Headphones,boAt,2340,1920,17.9,3.9,4099,2025-03-27
FLP-30922,Fashion,H&M,1440,990,31.3,3.7,60,2026-05-23
FLP-30923,Smartphones,OnePlus,7500,6380,15.0,3.4,399,2025-08-14
FLP-30924,Laptops,Dell,22500,12700,43.5,4.8,81,2026-06-17
FLP-30925,Fashion,Allen Solly,1000,700,29.9,4.1,726,2025-04-20
FLP-30926,Footwear,Nike,900,770,14.8,3.3,164,2025-01-07
FLP-30927,Fashion,Levis,2460,1630,33.8,4.3,370,2026-03-13
FLP-30928,Footwear,Puma,1730,1190,31.3,3.9,126,2025-02-17
FLP-30929,Smartwatches,Apple,1780,1180,33.5,3.5,763,2025-04-05
FLP-30930,Smartwatches,boAt,1510,790,47.7,4.5,1562,2025-11-15
FLP-30931,Home Appliances,Bosch,18540,18540,0.0,4.3,1571,2025-09-20
FLP-30932,Fashion,Roadster,790,540,31.4,4.2,546,2026-05-17
FLP-30933,Footwear,Bata,1900,1390,27.0,4.2,1008,2025-02-27
FLP-30934,Smartwatches,Fire-Boltt,3240,1860,42.6,4.0,45,2025-12-28
FLP-30935,Headphones,boAt,1230,690,43.7,4.1,1438,2025-02-12
FLP-30936,Fashion,Roadster,880,640,26.7,4.4,62,2026-06-17
FLP-30937,Home Appliances,Whirlpool,6550,4380,33.2,4.8,6,2025-07-15
FLP-30938,Laptops,Lenovo,22500,13100,41.8,3.7,1045,2025-11-24
FLP-30939,Home Appliances,Whirlpool,16810,9990,40.6,4.5,1877,2025-08-03
FLP-30940,Fashion,Allen Solly,1290,860,33.3,4.3,57,2025-04-08
FLP-30941,Fashion,Levis,600,290,52.2,3.5,1443,2026-06-23
FLP-30942,Smartwatches,boAt,4530,3770,16.9,3.7,1605,2025-02-01
FLP-30943,Smartwatches,Noise,4660,2450,47.4,4.3,505,2025-12-28
FLP-30944,Home Appliances,LG,25010,17150,31.4,4.8,2302,2025-11-28
FLP-30945,Televisions,Sony,16080,13160,18.2,4.8,117,2025-03-01
FLP-30946,Smartphones,OnePlus,8340,5680,31.9,3.6,713,2025-02-27
FLP-30947,Footwear,Adidas,910,610,33.2,4.7,768,2025-03-27
FLP-30948,Fashion,Roadster,740,480,34.8,3.8,715,2025-10-08
FLP-30949,Headphones,boAt,1850,1370,25.9,4.0,1352,2025-12-25
FLP-30950,Home Appliances,Bosch,6000,4990,16.9,4.3,167,2025-03-29
FLP-30951,Headphones,Sony,2690,1810,32.6,4.2,749,2025-04-05
FLP-30952,Footwear,Bata,1210,840,30.9,3.7,721,2025-01-22
FLP-30953,Smartwatches,boAt,1500,1100,26.3,2.8,312,2025-10-25
FLP-30954,Home Appliances,LG,15100,9810,35.0,4.3,35,2025-07-28
FLP-30955,Fashion,H&M,710,600,15.1,3.9,484,2025-07-25
FLP-30956,Televisions,TCL,15000,10410,30.6,4.1,733,2025-05-12
FLP-30957,Laptops,Acer,39290,25550,35.0,3.5,868,2026-01-30
FLP-30958,Home Appliances,Bosch,6000,4470,25.5,3.8,1584,2026-04-04
FLP-30959,Televisions,TCL,44890,40070,10.7,4.0,209,2026-05-01
FLP-30960,Smartphones,Vivo,7500,4760,36.5,5.0,116,2026-01-16
FLP-30961,Smartphones,Realme,7500,5530,26.2,3.6,47,2025-05-04
FLP-30962,Televisions,TCL,53500,39430,26.3,4.3,840,2025-07-23
FLP-30963,Smartwatches,Apple,1630,1210,25.5,3.7,292,2026-06-09
FLP-30964,Smartwatches,boAt,3150,1740,44.8,4.9,961,2025-03-11
FLP-30965,Smartphones,OnePlus,8920,6110,31.5,4.8,4090,2026-04-26
FLP-30966,Televisions,Sony,23690,18980,19.9,3.6,1137,2026-03-15
FLP-30967,Headphones,Noise,1350,950,29.7,5.0,1845,2025-07-22
FLP-30968,Footwear,Campus,2960,2070,30.1,3.8,1049,2025-07-25
FLP-30969,Fashion,Levis,640,360,43.6,4.0,888,2025-10-14
FLP-30970,Headphones,boAt,4790,2990,37.6,3.2,976,2026-06-05
FLP-30971,Smartphones,OnePlus,7500,5460,27.2,4.8,333,2025-02-01
FLP-30972,Headphones,JBL,1190,820,31.4,3.4,741,2025-09-02
FLP-30973,Smartwatches,Noise,5550,3860,30.4,4.2,66,2026-03-22
FLP-30974,Televisions,Samsung,67160,52410,22.0,4.3,152,2025-08-05
FLP-30975,Smartphones,Realme,12630,8590,32.0,4.1,1624,2026-06-01
FLP-30976,Home Appliances,Samsung,10830,7050,34.9,3.7,221,2025-01-19
FLP-30977,Smartwatches,Samsung,3620,2660,26.4,3.6,124,2025-10-19
FLP-30978,Headphones,Boult,1390,840,39.7,3.5,800,2025-01-13
FLP-30979,Headphones,boAt,1020,770,24.2,3.4,630,2025-07-01
FLP-30980,Smartphones,Xiaomi,7500,4000,46.7,3.6,450,2025-05-04
FLP-30981,Televisions,Sony,20680,18030,12.8,4.0,460,2025-03-30
FLP-30982,Headphones,Boult,4520,2630,41.8,4.0,1493,2025-02-23
FLP-30983,Smartwatches,boAt,1500,1110,26.3,3.9,434,2026-02-12
FLP-30984,Home Appliances,Havells,12340,9070,26.5,3.7,210,2026-06-24
FLP-30985,Home Appliances,LG,6000,3510,41.6,3.7,2407,2025-12-08
FLP-30986,Fashion,Levis,1340,1010,24.5,4.2,2535,2025-03-10
FLP-30987,Headphones,boAt,1460,1040,29.0,3.2,372,2025-04-24
FLP-30988,Fashion,Roadster,1180,710,39.6,4.3,552,2025-10-16
FLP-30989,Fashion,Levis,1020,630,37.9,3.7,42,2025-09-15
FLP-30990,Smartphones,Vivo,7500,5840,22.2,3.5,456,2025-03-20
FLP-30991,Smartwatches,Samsung,1500,970,35.1,4.5,466,2026-03-26
FLP-30992,Televisions,TCL,15000,11290,24.7,3.9,1000,2026-01-24
FLP-30993,Footwear,Nike,3180,2290,28.1,4.4,37,2026-03-26
FLP-30994,Fashion,Levis,600,380,36.5,3.9,732,2025-09-11
FLP-30995,Televisions,Samsung,17740,14520,18.2,4.0,476,2026-06-22
FLP-30996,Home Appliances,LG,6000,4200,29.9,4.0,721,2025-06-25
FLP-30997,Home Appliances,Havells,9150,5250,42.6,4.0,1537,2026-01-21
FLP-30998,Smartwatches,boAt,1500,1000,33.1,4.2,99,2026-06-05
FLP-30999,Footwear,Nike,1190,840,29.3,4.6,282,2025-10-26
FLP-31000,Headphones,Noise,1100,580,47.5,3.9,561,2025-03-22
FLP-31001,Smartwatches,Samsung,1500,1000,33.2,3.6,1132,2025-12-05
FLP-31002,Headphones,boAt,7440,5930,20.4,3.9,1226,2026-05-10
FLP-31003,Home Appliances,Bosch,8980,7200,19.8,4.2,325,2025-02-28
FLP-31004,Smartphones,Realme,8330,5900,29.2,4.2,1494,2025-06-09
FLP-31005,Smartwatches,Apple,5780,5550,4.0,3.8,349,2026-01-18
FLP-31006,Televisions,TCL,15000,10560,29.6,4.1,115,2025-12-26
FLP-31007,Home Appliances,LG,6000,4420,26.4,4.4,634,2025-02-19
FLP-31008,Smartphones,Apple,21540,19960,7.3,4.9,838,2026-02-21
FLP-31009,Home Appliances,Samsung,9560,6110,36.1,4.0,2478,2025-10-29
FLP-31010,Smartphones,Samsung,13120,9610,26.8,4.4,1462,2025-12-09
FLP-31011,Fashion,H&M,3330,2440,26.7,4.4,254,2025-01-05
FLP-31012,Smartwatches,Noise,7330,6500,11.3,3.8,29,2026-03-19
FLP-31013,Televisions,TCL,57160,33370,41.6,3.5,626,2025-12-03
FLP-31014,Laptops,Acer,63110,51430,18.5,4.2,132,2026-02-19
FLP-31015,Televisions,Mi,32420,19000,41.4,3.7,487,2026-02-08
FLP-31016,Footwear,Campus,1560,1260,19.4,4.7,325,2026-05-25
FLP-31017,Footwear,Adidas,1660,1040,37.3,3.8,623,2026-03-12
FLP-31018,Smartwatches,boAt,6060,3820,37.0,3.5,2359,2026-04-02
FLP-31019,Smartwatches,Noise,1760,1210,31.0,4.0,567,2026-03-30
FLP-31020,Fashion,H&M,700,490,29.8,3.4,1182,2026-05-13
FLP-31021,Home Appliances,Samsung,13160,8350,36.5,3.2,402,2026-05-19
FLP-31022,Fashion,Allen Solly,600,380,37.3,3.7,139,2026-05-22
FLP-31023,Home Appliances,Havells,6000,3730,37.8,4.4,400,2026-01-10
FLP-31024,Headphones,boAt,5480,3260,40.4,4.0,512,2026-01-22
FLP-31025,Smartphones,Apple,10190,7060,30.7,3.0,1323,2025-09-05
FLP-31026,Smartwatches,Noise,2190,1690,22.6,4.4,552,2025-07-23
FLP-31027,Headphones,JBL,1000,660,33.7,3.7,1066,2025-06-27
FLP-31028,Fashion,Levis,1120,800,28.2,4.8,453,2025-03-30
FLP-31029,Footwear,Nike,1420,1230,13.7,3.5,146,2025-09-11
FLP-31030,Laptops,HP,30840,25410,17.6,3.5,1080,2026-01-16
FLP-31031,Televisions,LG,20220,15000,25.8,4.1,374,2025-11-03
FLP-31032,Televisions,TCL,15000,7220,51.9,4.3,733,2025-04-10
FLP-31033,Home Appliances,Whirlpool,16110,10420,35.3,4.0,212,2026-02-16
FLP-31034,Footwear,Puma,900,610,32.4,3.6,1349,2026-03-21
FLP-31035,Footwear,Adidas,1060,780,26.7,4.2,668,2026-01-28
FLP-31036,Smartwatches,Samsung,3310,2090,36.7,4.0,1201,2026-02-13
FLP-31037,Headphones,Sony,1100,930,15.9,3.7,178,2025-07-24
FLP-31038,Televisions,Sony,15000,13920,7.2,3.3,136,2026-01-16
FLP-31039,Footwear,Adidas,900,680,24.0,3.3,725,2025-05-19
FLP-31040,Headphones,JBL,3510,2180,38.0,3.8,142,2025-05-06
FLP-31041,Home Appliances,Havells,25030,20450,18.3,4.3,151,2026-03-14
FLP-31042,Fashion,Levis,1580,1040,34.5,3.6,6,2025-07-28
FLP-31043,Headphones,boAt,2840,2110,25.6,4.2,591,2025-05-22
FLP-31044,Smartphones,Apple,20130,18440,8.4,3.6,317,2025-10-10
FLP-31045,Smartwatches,Fire-Boltt,5080,3940,22.4,4.1,1793,2026-03-08
FLP-31046,Headphones,Boult,1040,690,34.1,4.4,2305,2025-02-13
FLP-31047,Televisions,TCL,45100,30110,33.2,4.1,158,2025-06-14
FLP-31048,Footwear,Puma,1120,660,41.1,4.2,1006,2026-03-29
FLP-31049,Fashion,Levis,600,410,32.4,4.3,45,2025-06-02
FLP-31050,Footwear,Adidas,900,510,43.8,3.3,768,2025-10-22
FLP-31051,Smartwatches,Fire-Boltt,3050,2330,23.5,4.8,189,2026-01-20
FLP-31052,Laptops,Dell,22500,14080,37.4,4.1,152,2026-03-12
FLP-31053,Televisions,Mi,19800,12500,36.9,3.9,291,2025-07-08
FLP-31054,Fashion,Allen Solly,600,380,36.7,4.6,414,2026-05-01
FLP-31055,Smartwatches,Fire-Boltt,8690,5800,33.2,4.2,193,2026-04-22
FLP-31056,Televisions,Sony,18370,15260,16.9,3.8,67,2025-08-17
FLP-31057,Televisions,LG,26680,17890,33.0,3.8,343,2025-07-24
FLP-31058,Fashion,Levis,1700,1070,37.1,3.9,1115,2026-04-12
FLP-31059,Televisions,Mi,15000,8820,41.2,3.6,459,2025-07-10
FLP-31060,Smartphones,Samsung,10480,7840,25.2,2.6,620,2026-03-27
FLP-31061,Laptops,Acer,22500,14540,35.4,3.8,1041,2025-07-23
FLP-31062,Headphones,JBL,1270,900,28.9,4.2,1786,2026-06-18
FLP-31063,Televisions,Samsung,45300,30580,32.5,3.7,247,2025-06-05
FLP-31064,Laptops,Asus,44390,26900,39.4,4.2,620,2025-01-19
FLP-31065,Laptops,Asus,51680,31510,39.0,3.2,472,2025-12-06
FLP-31066,Home Appliances,LG,6000,3610,39.8,4.8,919,2026-04-30
FLP-31067,Home Appliances,Whirlpool,23670,21100,10.9,4.0,144,2025-11-07
FLP-31068,Headphones,JBL,1960,1110,43.1,3.1,486,2026-02-02
FLP-31069,Smartwatches,Fire-Boltt,1530,840,45.0,3.9,1640,2025-04-23
FLP-31070,Smartphones,Xiaomi,8070,5460,32.4,4.8,649,2025-01-14
FLP-31071,Laptops,Apple,28870,26050,9.8,3.7,1301,2025-11-01
FLP-31072,Smartwatches,Samsung,2150,1580,26.6,4.2,512,2025-03-04
FLP-31073,Footwear,Bata,1960,1370,30.3,3.8,804,2026-01-16
FLP-31074,Home Appliances,Samsung,6000,4060,32.3,3.7,111,2026-06-10
FLP-31075,Headphones,Noise,2130,1850,13.2,4.1,510,2026-04-07
FLP-31076,Footwear,Campus,3400,3200,6.0,4.1,197,2026-01-30
FLP-31077,Home Appliances,Whirlpool,9240,6330,31.5,3.8,508,2025-05-30
