product_id,category,brand,mrp,selling_price,discount_pct,rating,num_ratings,listing_date,discount_norm,rating_norm,popularity_norm,deal_score
FLP-30989,Fashion,Levis,1020,630,37.9,3.7,42,2025-09-15,0.6598173515831093,0.4999999998076924,0.007417802726542217,50.6
FLP-30990,Smartphones,Vivo,7500,5840,22.2,3.5,456,2025-03-20,0.36633663365732116,0.37499999984375,0.10008877052816242,32.9
FLP-30991,Smartwatches,Samsung,1500,970,35.1,4.5,466,2026-03-26,0.5929054053953902,0.8076923073816568,0.09752485720327955,59.4
FLP-30992,Televisions,TCL,15000,11290,24.7,3.9,1000,2026-01-24,0.4660377358402635,0.6206896549583828,0.21743881118876365,48.3
FLP-30993,Footwear,Nike,3180,2290,28.1,4.4,37,2026-03-26,0.4947183098504452,0.7777777774897121,0.005177993527507252,52.0
FLP-30994,Fashion,Levis,600,380,36.5,3.9,732,2025-09-11,0.6278538812642044,0.5769230767011834,0.145749799518816,53.800000000000004
FLP-30995,Televisions,Samsung,17740,14520,18.2,4.0,476,2026-06-22,0.34339622640861517,0.6551724135671819,0.10292832167829917,41.6
FLP-30996,Home Appliances,LG,6000,4200,29.9,4.0,721,2025-06-25,0.5537037036934499,0.5833333330902778,0.129171928558519,50.0
FLP-30997,Home Appliances,Havells,9150,5250,42.6,4.0,1537,2026-01-21,0.7888888888742799,0.5833333330902778,0.2763846292620825,64.0
FLP-30998,Smartwatches,boAt,1500,1000,33.1,4.2,99,2026-06-05,0.559121621612177,0.6923076920414202,0.01988576264014811,52.5
FLP-30999,Footwear,Nike,1190,840,29.3,4.6,282,2025-10-26,0.5158450704134535,0.851851851536351,0.04482200647248465,56.3
FLP-31000,Headphones,Noise,1100,580,47.5,3.9,561,2025-03-22,0.8119658119519323,0.5925925923731138,0.0879190385831613,62.7
FLP-31001,Smartwatches,Samsung,1500,1000,33.2,3.6,1132,2025-12-05,0.5608108108013377,0.4615384613609468,0.23841760101539275,47.8
FLP-31002,Headphones,boAt,7440,5930,20.4,3.9,1226,2026-05-10,0.34871794871198775,0.5925925923731138,0.19307400379503586,41.099999999999994
FLP-31003,Home Appliances,Bosch,8980,7200,19.8,4.2,325,2025-02-28,0.3666666666598766,0.6666666663888889,0.05773047086414257,42.5
FLP-31004,Smartphones,Realme,8330,5900,29.2,4.2,1494,2025-06-09,0.48184818481053054,0.6666666663888889,0.3304482911672591,52.400000000000006
FLP-31005,Smartwatches,Apple,5780,5550,4.0,3.8,349,2026-01-18,0.06756756756642622,0.5384615382544378,0.0727734292362867,23.3
FLP-31006,Televisions,TCL,15000,10560,29.6,4.1,115,2025-12-26,0.5584905660271984,0.6896551721759808,0.024038461538456284,52.400000000000006
FLP-31007,Home Appliances,LG,6000,4420,26.4,4.4,634,2025-02-19,0.4888888888798354,0.7499999996875001,0.11347645679233023,52.400000000000006
FLP-31008,Smartphones,Apple,21540,19960,7.3,4.9,838,2026-02-21,0.12046204620263264,0.9583333329340279,0.18486462494447736,42.3
FLP-31009,Home Appliances,Samsung,9560,6110,36.1,4.0,2478,2025-10-29,0.6685185185061386,0.5833333330902778,0.44614829514695176,60.5
FLP-31010,Smartphones,Samsung,13120,9610,26.8,4.4,1462,2025-12-09,0.4422442244151445,0.7499999996875001,0.32334664891248927,53.2
FLP-31011,Fashion,H&M,3330,2440,26.7,4.4,254,2025-01-05,0.40410958903186966,0.7692307689349114,0.04991980753808141,47.9
FLP-31012,Smartwatches,Noise,7330,6500,11.3,3.8,29,2026-03-19,0.1908783783751541,0.5384615382544378,0.005077215993229304,28.499999999999996
FLP-31013,Televisions,TCL,57160,33370,41.6,3.5,626,2025-12-03,0.784905660362549,0.48275862052318663,0.13570804195801228,58.199999999999996
FLP-31014,Laptops,Acer,63110,51430,18.5,4.2,132,2026-02-19,0.29795158286223555,0.6799999997280001,0.021550992703203535,39.0
FLP-31015,Televisions,Mi,32420,19000,41.4,3.7,487,2026-02-08,0.7811320754569598,0.5517241377407848,0.1053321678321448,59.9
FLP-31016,Footwear,Campus,1560,1260,19.4,4.7,325,2026-05-25,0.3415492957686347,0.8888888885596709,0.051779935275072526,49.0
FLP-31017,Footwear,Adidas,1660,1040,37.3,3.8,623,2026-03-12,0.656690140833509,0.5555555553497942,0.09999999999998381,53.800000000000004
FLP-31018,Smartwatches,boAt,6060,3820,37.0,3.5,2359,2026-04-02,0.6249999999894426,0.4230769229142012,0.4979902686692409,53.5
FLP-31019,Smartwatches,Noise,1760,1210,31.0,4.0,567,2026-03-30,0.5236486486398032,0.615384615147929,0.11889147450811954,49.5
FLP-31020,Fashion,H&M,700,490,29.8,3.4,1182,2026-05-13,0.47488584473801637,0.3846153844674556,0.23596631916595107,40.699999999999996
FLP-31021,Home Appliances,Samsung,13160,8350,36.5,3.2,402,2026-05-19,0.6759259259134088,0.24999999989583338,0.07162186541582687,43.6
FLP-31022,Fashion,Allen Solly,600,380,37.3,3.7,139,2026-05-22,0.6461187214464357,0.4999999998076924,0.02686447473936911,50.2
FLP-31023,Home Appliances,Havells,6000,3730,37.8,4.4,400,2026-01-10,0.699999999987037,0.7499999996875001,0.07126104997292598,62.3
FLP-31024,Headphones,boAt,5480,3260,40.4,4.0,512,2026-01-22,0.6905982905864855,0.6296296293964335,0.08017077798860212,57.8
FLP-31025,Smartphones,Apple,10190,7060,30.7,3.0,1323,2025-09-05,0.5066006600576468,0.16666666659722218,0.29249889036833276,35.6
FLP-31026,Smartwatches,Noise,2190,1690,22.6,4.4,552,2025-07-23,0.3817567567503082,0.7692307689349114,0.11571821451235122,47.699999999999996
FLP-31027,Headphones,JBL,1000,660,33.7,3.7,1066,2025-06-27,0.5760683760585288,0.5185185183264747,0.1677735610372916,49.5
FLP-31028,Fashion,Levis,1120,800,28.2,4.8,453,2025-03-30,0.43835616437355357,0.9230769227218933,0.08981555733759225,55.60000000000001
FLP-31029,Footwear,Nike,1420,1230,13.7,3.5,146,2025-09-11,0.24119718309434512,0.4444444442798354,0.022815533980578832,28.000000000000004
FLP-31030,Laptops,HP,30840,25410,17.6,3.5,1080,2026-01-16,0.2811918063262348,0.39999999984,0.18241982012554175,30.8
FLP-31031,Televisions,LG,20220,15000,25.8,4.1,374,2025-11-03,0.486792452821004,0.6896551721759808,0.08063811188809426,49.7
FLP-31032,Televisions,TCL,15000,7220,51.9,4.3,733,2025-04-10,0.9792452830003916,0.758620689393579,0.1590909090908743,77.9
FLP-31033,Home Appliances,Whirlpool,16110,10420,35.3,4.0,212,2026-02-16,0.653703703691598,0.5833333330902778,0.037344398340242224,53.7
FLP-31034,Footwear,Puma,900,610,32.4,3.6,1349,2026-03-21,0.570422535201225,0.48148148130315505,0.2174757281553046,48.6
FLP-31035,Footwear,Adidas,1060,780,26.7,4.2,668,2026-01-28,0.4700704225269354,0.7037037034430728,0.10728155339804088,49.7
FLP-31036,Smartwatches,Samsung,3310,2090,36.7,4.0,1201,2026-02-13,0.6199324324219606,0.615384615147929,0.253014596995927,56.3
FLP-31037,Headphones,Sony,1100,930,15.9,3.7,178,2025-07-24,0.27179487179022577,0.5185185183264747,0.02735610373181098,32.1
FLP-31038,Televisions,Sony,15000,13920,7.2,3.3,136,2026-01-16,0.1358490566012104,0.4137931033055885,0.028627622377616117,21.7
FLP-31039,Footwear,Adidas,900,680,24.0,3.3,725,2025-05-19,0.4225352112601667,0.37037037023319613,0.11650485436891318,35.8
FLP-31040,Headphones,JBL,3510,2180,38.0,3.8,142,2025-05-06,0.6495726495615458,0.5555555553497942,0.02166350411131852,52.2
FLP-31041,Home Appliances,Havells,25030,20450,18.3,4.3,151,2026-03-14,0.3388888888826132,0.7083333330381943,0.026339527331765047,42.1
FLP-31042,Fashion,Levis,1580,1040,34.5,3.6,6,2025-07-28,0.5821917808086259,0.4615384613609468,0.00020048115477141128,45.300000000000004
FLP-31043,Headphones,boAt,2840,2110,25.6,4.2,591,2025-05-22,0.4376068375993572,0.7037037034430728,0.09266287160023834,47.9
FLP-31044,Smartphones,Apple,20130,18440,8.4,3.6,317,2025-10-10,0.13861386138385126,0.41666666649305556,0.06924101198400594,22.6
FLP-31045,Smartwatches,Fire-Boltt,5080,3940,22.4,4.1,1793,2026-03-08,0.37837837837198685,0.6538461535946745,0.37825259149558316,47.5
FLP-31046,Headphones,Boult,1040,690,34.1,4.4,2305,2025-02-13,0.5829059828960188,0.7777777774897121,0.3636938646425737,61.8
FLP-31047,Televisions,TCL,45100,30110,33.2,4.1,158,2025-06-14,0.6264150943278036,0.6896551721759808,0.033435314685307374,56.00000000000001
FLP-31048,Footwear,Puma,1120,660,41.1,4.2,1006,2026-03-29,0.7235915492830355,0.7037037034430728,0.16197411003233625,63.2
FLP-31049,Fashion,Levis,600,410,32.4,4.3,45,2025-06-02,0.5342465753302684,0.7307692304881656,0.008019246190856451,52.400000000000006
FLP-31050,Footwear,Adidas,900,510,43.8,3.3,768,2025-10-22,0.7711267605498041,0.37037037023319613,0.12346278317150104,53.400000000000006
FLP-31051,Smartwatches,Fire-Boltt,3050,2330,23.5,4.8,189,2026-01-20,0.39695945945275407,0.9230769227218933,0.038925322614758,52.7
FLP-31052,Laptops,Dell,22500,14080,37.4,4.1,152,2026-03-12,0.6499068901182512,0.6399999997439998,0.024944849821818268,55.300000000000004
FLP-31053,Televisions,Mi,19800,12500,36.9,3.9,291,2025-07-08,0.6962264150812033,0.6206896549583828,0.06249999999998634,57.49999999999999
FLP-31054,Fashion,Allen Solly,600,380,36.7,4.6,414,2026-05-01,0.6324200913097623,0.8461538458284023,0.08199679230150721,62.5
FLP-31055,Smartwatches,Fire-Boltt,8690,5800,33.2,4.2,193,2026-04-22,0.5608108108013377,0.6923076920414202,0.03977152528029622,52.900000000000006
FLP-31056,Televisions,Sony,18370,15260,16.9,3.8,67,2025-08-17,0.3188679245222855,0.5862068963495838,0.013548951048948087,36.7
FLP-31057,Televisions,LG,26680,17890,33.0,3.8,343,2025-07-24,0.6226415094222143,0.5862068963495838,0.07386363636362021,52.800000000000004
FLP-31058,Fashion,Levis,1700,1070,37.1,3.9,1115,2026-04-12,0.6415525114008779,0.5769230767011834,0.22253408179626652,55.60000000000001
FLP-31059,Televisions,Mi,15000,8820,41.2,3.6,459,2025-07-10,0.7773584905513707,0.5172413791319858,0.09921328671326503,58.5
FLP-31060,Smartphones,Samsung,10480,7840,25.2,2.6,620,2026-03-27,0.41584158415155376,0.0,0.13648468708385786,22.8
FLP-31061,Laptops,Acer,22500,14540,35.4,3.8,1041,2025-07-23,0.6126629422604718,0.519999999792,0.175801798744243,51.5
FLP-31062,Headphones,JBL,1270,900,28.9,4.2,1786,2026-06-18,0.4940170940086493,0.7037037034430728,0.2816255534471408,53.6
FLP-31063,Televisions,Samsung,45300,30580,32.5,3.7,247,2025-06-05,0.6132075471582414,0.5517241377407848,0.052884615384603824,50.8
FLP-31064,Laptops,Asus,44390,26900,39.4,4.2,620,2025-01-19,0.6871508379760307,0.6799999997280001,0.10436110639740295,59.699999999999996
FLP-31065,Laptops,Asus,51680,31510,39.0,3.2,472,2025-12-06,0.6797020484044748,0.27999999988800006,0.07924656371965395,45.0
FLP-31066,Home Appliances,LG,6000,3610,39.8,4.8,919,2026-04-30,0.7370370370233882,0.9166666662847222,0.16489265740570722,71.39999999999999
FLP-31067,Home Appliances,Whirlpool,23670,21100,10.9,4.0,144,2025-11-07,0.20185185184811388,0.5833333330902778,0.025076673281611925,30.9
FLP-31068,Headphones,JBL,1960,1110,43.1,3.1,486,2026-02-02,0.7367521367395428,0.296296296186557,0.07605945604046868,48.3
FLP-31069,Smartwatches,Fire-Boltt,1530,840,45.0,3.9,1640,2025-04-23,0.760135135122295,0.5769230767011834,0.34588533953874634,63.4
FLP-31070,Smartphones,Xiaomi,8070,5460,32.4,4.8,649,2025-01-14,0.534653465337712,0.9166666662847222,0.14292055037724302,61.0
FLP-31071,Laptops,Apple,28870,26050,9.8,3.7,1301,2025-11-01,0.135940409680895,0.47999999980800007,0.21992194128623452,26.900000000000002
FLP-31072,Smartwatches,Samsung,2150,1580,26.6,4.2,512,2025-03-04,0.4493243243167344,0.6923076920414202,0.10725618785696905,48.3
FLP-31073,Footwear,Bata,1960,1370,30.3,3.8,804,2026-01-16,0.5334507042159604,0.5555555553497942,0.1292880258899467,48.1
FLP-31074,Home Appliances,Samsung,6000,4060,32.3,3.7,111,2026-06-10,0.5981481481370713,0.45833333314236113,0.019123218473747226,46.2
FLP-31075,Headphones,Noise,2130,1850,13.2,4.1,510,2026-04-07,0.22564102563716854,0.6666666664197529,0.07985452245413031,35.8
FLP-31076,Footwear,Campus,3400,3200,6.0,4.1,197,2026-01-30,0.10563380281504167,0.6666666664197529,0.031067961165043515,29.099999999999998
FLP-31077,Home Appliances,Whirlpool,9240,6330,31.5,3.8,508,2025-05-30,0.5833333333225309,0.49999999979166654,0.0907450838895741,48.0
FLP-31078,Smartwatches,Apple,8170,6050,26.0,4.0,269,2025-01-10,0.43918918918177047,0.615384615147929,0.055849375925522346,44.3
FLP-31079,Smartphones,Samsung,23580,16520,30.0,3.8,1172,2025-07-26,0.4950495049423259,0.49999999979166654,0.2589880159786376,46.1
FLP-31080,Fashion,Allen Solly,2080,1740,16.1,4.2,2433,2025-07-23,0.1621004566173037,0.6923076920414202,0.48676824378498657,39.6
FLP-31081,Headphones,boAt,1900,1500,21.2,5.0,788,2026-02-13,0.36239316238696767,0.9999999996296296,0.12381404174571096,55.00000000000001
FLP-31082,Smartphones,Realme,9700,6090,37.2,4.1,839,2026-05-13,0.6138613861284842,0.6249999997395832,0.18508655126493892,55.300000000000004
FLP-31083,Fashion,Levis,950,600,36.6,3.5,284,2025-05-09,0.6301369862869833,0.4230769229142012,0.055934242181223746,47.199999999999996
FLP-31084,Fashion,Allen Solly,600,370,38.5,3.9,2112,2025-01-08,0.6735159817197829,0.5769230767011834,0.4224137931033636,60.199999999999996
FLP-31085,Televisions,Mi,15000,11200,25.3,4.3,594,2025-05-17,0.477358490557031,0.758620689393579,0.12871503496500683,52.400000000000006
FLP-31086,Footwear,Nike,900,730,19.1,3.4,494,2026-04-07,0.33626760562788266,0.40740740725651575,0.0791262135922202,32.300000000000004
FLP-31087,Footwear,Puma,1050,690,34.5,4.2,650,2025-06-04,0.6073943661864896,0.7037037034430728,0.10436893203881806,56.599999999999994
FLP-31088,Home Appliances,LG,21730,12830,41.0,4.2,1554,2025-06-06,0.759259259245199,0.6666666663888889,0.2794515605267401,65.5
FLP-31089,Laptops,HP,40870,26320,35.6,4.5,1055,2026-03-25,0.6163873370462498,0.79999999968,0.17817749872727334,61.5
FLP-31090,Fashion,Van Heusen,600,440,26.7,3.0,480,2026-05-08,0.40410958903186966,0.2307692306804734,0.09522854851642036,29.7
FLP-31091,Headphones,Sony,1000,860,13.8,2.9,423,2026-05-17,0.23589743589340348,0.2222222221399177,0.06609740670460687,20.599999999999998
FLP-31092,Home Appliances,Havells,6000,3830,36.2,4.2,414,2026-01-04,0.6703703703579562,0.6666666663888889,0.07378675807323222,57.99999999999999
FLP-31093,Fashion,Van Heusen,2130,1220,42.7,3.4,382,2025-02-25,0.7694063926764978,0.3846153844674556,0.07558139534882205,53.1
FLP-31094,Televisions,LG,58800,34660,41.1,4.3,317,2025-08-23,0.7754716980985761,0.758620689393579,0.06818181818180327,66.3
FLP-31095,Televisions,Mi,39170,23080,41.1,4.1,85,2026-01-31,0.7754716980985761,0.6896551721759808,0.01748251748251366,63.2
FLP-31096,Televisions,Mi,36690,24720,32.6,4.3,396,2025-07-04,0.615094339611036,0.758620689393579,0.08544580419578551,58.599999999999994
FLP-31097,Fashion,Van Heusen,1400,800,42.6,4.1,128,2025-11-21,0.7671232876537188,0.6538461535946745,0.024659182036883588,61.6
FLP-31098,Footwear,Adidas,900,600,32.8,4.7,1021,2026-05-12,0.5774647887222277,0.8888888885596709,0.16440129449835525,62.5
FLP-31099,Smartwatches,Fire-Boltt,1510,930,38.4,4.0,1997,2025-07-29,0.6486486486376918,0.615384615147929,0.42140892743803227,60.3
FLP-31100,Fashion,H&M,1380,910,34.1,4.0,411,2026-02-01,0.5730593607175102,0.615384615147929,0.08139534883719297,51.4
FLP-31101,Home Appliances,Whirlpool,11650,8300,28.7,3.9,775,2025-06-02,0.5314814814716392,0.5416666664409722,0.13891394551684305,47.599999999999994
FLP-31102,Home Appliances,Havells,16850,11660,30.8,4.5,915,2025-02-25,0.570370370359808,0.7916666663368055,0.16417102651990542,58.699999999999996
FLP-31103,Home Appliances,Bosch,6000,5580,7.0,3.6,1334,2025-05-06,0.1296296296272291,0.41666666649305556,0.23976186180764208,24.7
FLP-31104,Smartwatches,Samsung,2180,1320,39.4,3.7,500,2025-03-17,0.6655405405292982,0.4999999998076924,0.1047175798603544,52.300000000000004
FLP-31105,Fashion,Roadster,600,460,23.9,4.8,1136,2026-02-17,0.34018264839405976,0.9230769227218933,0.22674418604646615,52.7
FLP-31106,Footwear,Puma,2120,1270,40.3,4.9,737,2025-01-04,0.7095070422410298,0.9629629626063101,0.1184466019417284,71.0
FLP-31107,Smartwatches,Fire-Boltt,1500,980,34.9,3.5,1906,2025-01-18,0.5895270270170688,0.4230769229142012,0.40215781679703777,50.3
FLP-31108,Televisions,Sony,46040,39090,15.1,3.8,79,2025-05-02,0.28490566037198295,0.5862068963495838,0.016171328671325137,35.0
FLP-31109,Smartwatches,Apple,1500,1330,11.2,4.5,1080,2025-10-25,0.18918918918599342,0.8076923073816568,0.22741696636339592,41.099999999999994
FLP-31110,Footwear,Campus,1320,930,29.5,3.3,1384,2026-01-07,0.5193661971739548,0.37037037023319613,0.22313915857601566,42.3
FLP-31111,Smartwatches,Noise,1890,1400,25.9,4.6,461,2025-07-13,0.4374999999926098,0.8461538458284023,0.09646710387135678,52.900000000000006
FLP-31112,Smartphones,Samsung,9520,6150,35.4,3.9,777,2026-01-30,0.5841584158319446,0.5416666664409722,0.17132711939632236,50.7
FLP-31113,Smartphones,Vivo,10070,6160,38.8,3.3,3432,2025-02-17,0.6402640263920748,0.2916666665451388,0.7605415002217575,53.6
FLP-31114,Smartwatches,Apple,6220,4970,20.0,3.5,74,2025-11-18,0.3378378378321311,0.4230769229142012,0.014596995980534249,31.900000000000002
FLP-31115,Headphones,JBL,2220,1450,34.8,3.8,953,2025-07-31,0.5948717948616261,0.5555555553497942,0.14990512333963474,51.4
FLP-31116,Laptops,Apple,91360,72260,20.9,4.8,600,2025-05-01,0.3426443202915708,0.9199999996319999,0.10096724927878822,50.8
FLP-31117,Footwear,Puma,1730,1090,37.2,3.3,1517,2025-12-27,0.6549295774532584,0.37037037023319613,0.24466019417471768,49.4
FLP-31118,Fashion,H&M,1170,680,42.0,4.2,3969,2026-05-13,0.7534246575170452,0.6923076920414202,0.7947072975138743,73.8
FLP-31119,Footwear,Adidas,930,590,36.9,4.4,75,2026-04-19,0.6496478873125062,0.7777777774897121,0.011326860841422115,59.9
FLP-31120,Headphones,Boult,2830,2080,26.5,3.9,191,2026-03-08,0.4529914529837096,0.5925925923731138,0.0294117647058777,43.8
FLP-31121,Televisions,Mi,59900,43080,28.1,4.0,1262,2025-06-22,0.5301886792352796,0.6551724135671819,0.2746940559439959,53.6
FLP-31122,Headphones,Noise,6720,4830,28.1,3.8,299,2025-05-22,0.4803418803336694,0.5555555553497942,0.04648956356735508,44.2
FLP-31123,Headphones,Boult,2770,1910,31.2,3.1,2178,2026-02-06,0.5333333333242165,0.296296296186557,0.3436116382036142,42.199999999999996
FLP-31124,Televisions,Samsung,18710,15580,16.8,4.1,2404,2025-08-22,0.31698113206949097,0.6896551721759808,0.5242569930068783,47.9
FLP-31125,Televisions,TCL,17590,11700,33.5,4.7,60,2026-04-19,0.6320754716861873,0.8965517238287753,0.012019230769228142,63.2
FLP-31126,Headphones,boAt,2030,1440,29.2,4.8,604,2025-11-25,0.49914529913676675,0.9259259255829904,0.09471853257430507,58.8
FLP-31127,Smartwatches,Samsung,1930,1300,32.5,4.4,358,2025-08-24,0.548986486477213,0.7692307689349114,0.07467738523374769,55.50000000000001
FLP-31128,Laptops,HP,22500,17980,20.1,3.4,1747,2025-12-07,0.32774674114845914,0.35999999985599995,0.295604955031343,33.4
FLP-31129,Fashion,Van Heusen,1110,790,28.7,3.7,1346,2025-05-13,0.44977168948744817,0.4999999998076924,0.26884522854846254,44.0
FLP-31130,Laptops,Dell,57150,34460,39.7,3.5,16,2025-09-23,0.6927374301546977,0.39999999984,0.0018666214152381017,48.699999999999996
FLP-31131,Smartwatches,Fire-Boltt,1500,930,37.7,4.5,632,2025-08-03,0.6368243243135672,0.8076923073816568,0.13264226782311556,62.1
FLP-31132,Televisions,Samsung,64020,42250,34.0,4.0,343,2025-07-29,0.6415094339501602,0.6551724135671819,0.07386363636362021,56.10000000000001
FLP-31133,Smartwatches,Fire-Boltt,1860,1400,24.7,4.5,234,2026-06-07,0.4172297297226819,0.8076923073816568,0.048445102602062945,49.9
FLP-31134,Headphones,Noise,4590,3210,30.0,3.5,239,2026-01-30,0.5128205128117467,0.4444444442798354,0.037001897533200975,41.8
FLP-31135,Smartwatches,Samsung,1500,1100,26.4,4.4,1306,2026-01-17,0.4459459459384131,0.7692307689349114,0.2752274169663052,53.300000000000004
FLP-31136,Smartphones,OnePlus,7500,4700,37.4,3.9,267,2025-03-22,0.617161716161433,0.5416666664409722,0.058144695960928056,50.7
FLP-31137,Home Appliances,Samsung,28950,21040,27.3,4.2,21,2025-01-16,0.5055555555461935,0.6666666663888889,0.0028865235432071284,48.699999999999996
FLP-31138,Footwear,Adidas,900,560,37.8,4.4,854,2026-04-05,0.6654929577347625,0.7777777774897121,0.1373786407766768,62.6
FLP-31139,Smartwatches,boAt,2890,2020,30.0,4.7,69,2026-03-20,0.5067567567481966,0.884615384275148,0.013539242648611477,56.49999999999999
FLP-31140,Televisions,TCL,15000,8830,41.2,4.0,1123,2026-01-03,0.7773584905513707,0.6551724135671819,0.2443181818181284,65.5
FLP-31141,Laptops,HP,35800,21950,38.7,4.0,2636,2026-02-03,0.6741154562258079,0.59999999976,0.4464619039537677,61.4
FLP-31142,Laptops,Apple,64260,53390,16.9,3.8,1057,2025-10-21,0.26815642457601196,0.519999999792,0.1785168844391348,34.300000000000004
FLP-31143,Smartphones,Vivo,7500,5130,31.6,4.1,135,2025-10-31,0.5214521452059167,0.6249999997395832,0.02885042166000247,48.4
FLP-31144,Smartphones,Xiaomi,8190,6160,24.8,3.3,69,2026-05-04,0.4092409240856561,0.2916666665451388,0.014203284509539678,30.9
FLP-31145,Laptops,Dell,66040,52900,19.9,4.8,240,2025-06-24,0.3240223463626811,0.9199999996319999,0.039877821143723076,49.0
FLP-31146,Smartphones,Realme,12860,8810,31.5,5.0,697,2025-04-04,0.5198019801894422,0.9999999995833333,0.15357301375939778,63.3
FLP-31147,Headphones,Noise,1850,1200,35.1,4.4,821,2026-01-20,0.5999999999897436,0.7777777774897121,0.12903225806449573,59.199999999999996
FLP-31148,Headphones,boAt,1000,720,28.1,3.6,784,2026-02-20,0.4803418803336694,0.48148148130315505,0.12318153067676736,42.699999999999996
FLP-31149,Laptops,Asus,22500,17780,21.0,4.6,1788,2026-01-11,0.34450651768445983,0.8399999996639999,0.3025623621245032,51.2
FLP-31150,Footwear,Puma,900,510,43.4,4.0,183,2025-10-03,0.7640845070288014,0.6296296293964335,0.028802588996759092,60.699999999999996
FLP-31151,Headphones,Noise,1430,1100,22.8,3.8,1518,2025-10-28,0.3897435897369275,0.5555555553497942,0.23924731182791914,42.5
FLP-31152,Laptops,Acer,35000,23040,34.2,3.3,51,2025-05-08,0.5903165735458042,0.3199999998719999,0.007805871372813879,40.8
FLP-31153,Smartwatches,boAt,4020,2820,29.8,4.2,17,2025-05-08,0.5033783783698754,0.6923076920414202,0.002538607996614652,49.4
FLP-31154,Footwear,Adidas,2830,1930,31.9,4.2,514,2025-12-11,0.5616197182999715,0.7037037034430728,0.08236245954691224,53.900000000000006
FLP-31155,Home Appliances,Havells,6200,3670,40.9,4.2,153,2025-03-31,0.7574074073933814,0.6666666663888889,0.026700342774665937,61.6
FLP-31156,Televisions,Sony,47540,44450,6.5,3.3,338,2025-03-02,0.12264150943164828,0.4137931033055885,0.0727709790209631,21.7
FLP-31157,Footwear,Campus,1160,780,32.9,4.4,504,2025-08-18,0.5792253521024785,0.7777777774897121,0.08074433656956621,57.4
FLP-31158,Laptops,Apple,84400,63190,25.1,3.9,1158,2025-03-31,0.4208566107929077,0.5599999997759999,0.1956558628881392,43.6
FLP-31159,Fashion,Allen Solly,2000,1140,43.0,4.2,117,2026-01-15,0.7762557077448344,0.6923076920414202,0.022453889334398063,63.4
FLP-31160,Headphones,Noise,1000,710,28.8,4.1,535,2026-06-22,0.49230769229927684,0.6666666664197529,0.08380771663502785,49.2
FLP-31161,Televisions,Sony,15000,11750,21.7,4.2,1622,2026-01-12,0.4094339622564258,0.7241379307847801,0.35336538461530737,51.1
FLP-31162,Headphones,boAt,2800,2170,22.5,3.9,2127,2025-05-22,0.38461538460881,0.5925925923731138,0.3355471220745832,45.0
FLP-31163,Smartwatches,boAt,1500,1050,30.1,4.2,667,2025-10-13,0.5084459459373574,0.6923076920414202,0.14004654114657497,51.800000000000004
FLP-31164,Footwear,Puma,900,580,35.5,4.3,575,2025-11-21,0.6249999999889966,0.7407407404663923,0.09223300970872293,58.599999999999994
FLP-31165,Footwear,Bata,4720,3330,29.5,3.6,342,2025-01-11,0.5193661971739548,0.48148148130315505,0.05453074433656075,43.6
FLP-31166,Footwear,Adidas,1670,1020,39.2,4.5,1564,2025-10-31,0.6901408450582723,0.8148148145130315,0.25226537216824396,66.8
FLP-31167,Headphones,JBL,1000,730,27.0,4.5,353,2025-03-10,0.46153846153057204,0.8148148145130315,0.05502846299809376,52.400000000000006
FLP-31168,Headphones,JBL,2570,2050,20.1,4.9,713,2025-11-18,0.3435897435838703,0.9629629626063101,0.11195445920301834,52.6
FLP-31169,Laptops,Asus,22500,15910,29.3,3.9,654,2025-02-11,0.4990689012942445,0.5599999997759999,0.11013066349904799,46.2
FLP-31170,Footwear,Puma,1070,780,27.4,3.5,8,2026-01-03,0.48239436618869025,0.4444444442798354,0.0004854368932038049,39.7
FLP-31171,Footwear,Nike,2600,2120,18.6,4.5,1934,2026-05-23,0.3274647887266292,0.8148148145130315,0.31213592233004656,49.6
FLP-31172,Smartwatches,Noise,1660,1120,32.5,5.0,30,2025-07-07,0.548986486477213,0.9999999996153845,0.005288766659613859,62.5
FLP-31173,Laptops,Acer,86080,53680,37.6,4.3,1399,2026-01-19,0.6536312849040292,0.7199999997119999,0.23655184116744668,61.4
FLP-31174,Fashion,Roadster,630,360,43.2,3.5,287,2025-02-24,0.7808219177903923,0.4230769229142012,0.05653568564553798,54.7
FLP-31175,Smartphones,Apple,29530,24490,17.1,4.7,848,2026-04-16,0.2821782178171258,0.8749999996354167,0.18708388814909296,47.5
FLP-31176,Laptops,Lenovo,22500,15940,29.2,3.8,1772,2025-05-11,0.4972067039013556,0.519999999792,0.2998472764296114,47.599999999999994
FLP-31177,Televisions,Mi,15560,10500,32.5,4.4,50,2026-06-08,0.6132075471582414,0.7931034480023782,0.009833916083913935,58.599999999999994
FLP-31178,Smartphones,Apple,14400,12690,11.9,4.1,67,2025-02-09,0.19636963696045595,0.6249999997395832,0.013759431868616563,31.900000000000002
FLP-31179,Footwear,Adidas,900,630,30.0,4.3,668,2025-02-17,0.5281690140752083,0.7407407404663923,0.10728155339804088,53.900000000000006
FLP-31180,Televisions,Mi,22990,16670,27.5,4.1,1095,2026-04-14,0.5188679245185119,0.6896551721759808,0.23819930069924863,53.7
FLP-31181,Headphones,boAt,1000,700,30.3,3.7,3218,2025-08-04,0.5179487179398642,0.5185185183264747,0.5080645161289519,51.7
